"data_compra,""cod_produto"",""cod_cliente"""
"2020-01-02,""000000000001100630"",""70000"""
"2020-01-02,""000000000001100862"",""70000"""
"2020-01-02,""000000000001052521"",""70000"""
"2020-01-02,""000000000001052521"",""70000"""
"2020-01-02,""000000000001100897"",""70000"""
"2020-01-02,""000000000001100839"",""70000"""
"2020-01-09,""000000000001100857"",""70000"""
"2020-01-27,""000000000001100658"",""70000"""
"2020-01-17,""000000000001100687"",""70000"""
"2020-01-18,""000000000001100867"",""70000"""
"2020-01-18,""000000000001052479"",""70000"""
"2020-01-18,""000000000001100857"",""70000"""
"2020-01-18,""000000000001100630"",""70000"""
"2020-01-11,""000000000001100897"",""70000"""
"2020-01-11,""000000000001100897"",""70000"""
"2020-01-11,""000000000001100897"",""70000"""
"2020-01-11,""000000000001100823"",""70000"""
"2020-01-11,""000000000001052498"",""70000"""
"2020-01-11,""000000000001052512"",""0002420799"""
"2020-01-11,""000000000001100839"",""0002420799"""
"2020-01-11,""000000000001118867"",""70000"""
"2020-01-02,""000000000001118993"",""70000"""
"2020-01-02,""000000000001118976"",""70000"""
"2020-01-02,""000000000001119002"",""70000"""
"2020-01-02,""000000000001118979"",""70000"""
"2020-01-03,""000000000001100677"",""70000"""
"2020-01-03,""000000000001100839"",""70000"""
"2020-01-03,""20103041"",""70000"""
"2020-01-03,""20103041"",""70000"""
"2020-01-06,""000000000001100897"",""70000"""
"2020-01-06,""000000000001100868"",""70000"""
"2020-01-06,""000000000001100972"",""70000"""
"2020-01-06,""000000000001100644"",""70000"""
"2020-01-06,""000000000001100839"",""70000"""
"2020-01-06,""000000000001052515"",""70000"""
"2020-01-02,""000000000001100763"",""70000"""
"2020-01-03,""000000000001100860"",""70000"""
"2020-01-03,""000000000001100677"",""70000"""
"2020-01-03,""000000000001100868"",""70000"""
"2020-01-03,""000000000001100868"",""70000"""
"2020-01-03,""000000000001051988"",""70000"""
"2020-01-03,""000000000001052508"",""70000"""
"2020-01-03,""000000000001100777"",""70000"""
"2020-01-03,""000000000001100862"",""70000"""
"2020-01-05,""000000000001100857"",""70000"""
"2020-01-05,""000000000001100839"",""70000"""
"2020-01-03,""000000000001100897"",""70000"""
"2020-01-03,""000000000001100636"",""70000"""
"2020-01-03,""000000000001051988"",""70000"""
"2020-01-03,""000000000001052514"",""70000"""
"2020-01-03,""000000000001100777"",""70000"""
"2020-01-10,""000000000001100868"",""0002472007"""
"2020-01-10,""000000000001052478"",""70000"""
"2020-01-10,""000000000001100795"",""70000"""
"2020-01-18,""000000000001100793"",""70000"""
"2020-01-19,""000000000001100857"",""70000"""
"2020-01-19,""000000000001118955"",""70000"""
"2020-01-28,""000000000001119002"",""70000"""
"2020-01-28,""000000000001118988"",""70000"""
"2020-01-29,""000000000001100728"",""70000"""
"2020-01-04,""000000000001100897"",""70000"""
"2020-01-04,""000000000001052497"",""70000"""
"2020-01-12,""000000000001100867"",""70000"""
"2020-01-07,""000000000001100897"",""70000"""
"2020-01-07,""000000000001100897"",""70000"""
"2020-01-07,""000000000001100773"",""70000"""
"2020-01-07,""000000000001100857"",""70000"""
"2020-01-07,""000000000001100823"",""70000"""
"2020-01-07,""000000000001052490"",""70000"""
"2020-01-07,""000000000001052512"",""70000"""
"2020-01-07,""000000000001100868"",""70000"""
"2020-01-07,""000000000001100728"",""70000"""
"2020-01-06,""000000000001100897"",""70000"""
"2020-01-06,""000000000001100823"",""70000"""
"2020-01-06,""000000000001100872"",""70000"""
"2020-01-06,""000000000001100862"",""70000"""
"2020-01-04,""000000000001100857"",""70000"""
"2020-01-04,""000000000001052515"",""70000"""
"2020-01-04,""000000000001100897"",""70000"""
"2020-01-04,""000000000001100646"",""70000"""
"2020-01-04,""000000000001100857"",""70000"""
"2020-01-04,""000000000001052495"",""70000"""
"2020-01-04,""000000000001052523"",""70000"""
"2020-01-04,""000000000001100862"",""70000"""
"2020-01-10,""000000000001100658"",""70000"""
"2020-01-11,""000000000001100857"",""70000"""
"2020-01-11,""000000000001100839"",""70000"""
"2020-01-11,""000000000001100901"",""70000"""
"2020-01-11,""000000000001052484"",""70000"""
"2020-01-11,""000000000001052484"",""70000"""
"2020-01-11,""000000000001118879"",""70000"""
"2020-01-20,""000000000001100857"",""70000"""
"2020-01-20,""000000000001100728"",""70000"""
"2020-01-20,""000000000001052508"",""70000"""
"2020-01-20,""000000000001100901"",""70000"""
"2020-01-20,""000000000001052497"",""70000"""
"2020-01-20,""000000000001100795"",""0002418824"""
"2020-01-20,""000000000001100862"",""70000"""
"2020-01-13,""000000000001100620"",""70000"""
"2020-01-13,""000000000001100897"",""70000"""
"2020-01-13,""000000000001100857"",""70000"""
"2020-01-13,""000000000001052498"",""70000"""
"2020-01-13,""000000000001052512"",""70000"""
"2020-01-13,""000000000001100839"",""70000"""
"2020-01-13,""000000000001100901"",""70000"""
"2020-01-13,""20103041"",""70000"""
"2020-01-13,""000000000001118945"",""70000"""
"2020-01-30,""000000000001100897"",""70000"""
"2020-01-30,""000000000001051988"",""70000"""
"2020-01-30,""000000000001100839"",""70000"""
"2020-01-30,""000000000001052497"",""70000"""
"2020-01-30,""000000000001100862"",""70000"""
"2020-01-07,""000000000001118968"",""70000"""
"2020-01-07,""000000000001100687"",""70000"""
"2020-01-08,""000000000001100897"",""70000"""
"2020-01-08,""000000000001100897"",""70000"""
"2020-01-08,""000000000001100857"",""70000"""
"2020-01-08,""000000000001100644"",""70000"""
"2020-01-08,""000000000001100728"",""70000"""
"2020-01-08,""000000000001052508"",""70000"""
"2020-01-08,""000000000001100839"",""70000"""
"2020-01-08,""000000000001100839"",""70000"""
"2020-01-08,""000000000001052484"",""70000"""
"2020-01-08,""000000000001052515"",""70000"""
"2020-01-08,""000000000001052515"",""70000"""
"2020-01-08,""000000000001052497"",""70000"""
"2020-01-08,""000000000001100630"",""70000"""
"2020-01-08,""000000000001100862"",""70000"""
"2020-01-07,""000000000001051924"",""70000"""
"2020-01-07,""000000000001100897"",""70000"""
"2020-01-07,""000000000001100858"",""70000"""
"2020-01-07,""000000000001100857"",""70000"""
"2020-01-07,""000000000001100898"",""70000"""
"2020-01-07,""000000000001052512"",""70000"""
"2020-01-07,""000000000001052496"",""70000"""
"2020-01-04,""000000000001100687"",""70000"""
"2020-01-05,""000000000001100857"",""70000"""
"2020-01-05,""000000000001100763"",""70000"""
"2020-01-05,""000000000001100644"",""70000"""
"2020-01-05,""000000000001100839"",""70000"""
"2020-01-06,""000000000001100823"",""70000"""
"2020-01-06,""000000000001100644"",""70000"""
"2020-01-04,""000000000001100687"",""70000"""
"2020-01-12,""000000000001100972"",""70000"""
"2020-01-12,""000000000001100624"",""70000"""
"2020-01-12,""20103041"",""70000"""
"2020-01-12,""000000000001118879"",""70000"""
"2020-01-21,""000000000001100857"",""0002419005"""
"2020-01-21,""000000000001052508"",""0002419005"""
"2020-01-21,""20103041"",""70000"""
"2020-01-06,""000000000001100862"",""70000"""
"2020-01-06,""000000000001100862"",""70000"""
"2020-01-18,""000000000001100857"",""70000"""
"2020-01-18,""000000000001100644"",""70000"""
"2020-01-18,""000000000001052523"",""70000"""
"2020-01-18,""000000000001100630"",""70000"""
"2020-01-18,""000000000001100862"",""70000"""
"2020-01-08,""000000000001100868"",""70000"""
"2020-01-08,""000000000001100624"",""70000"""
"2020-01-08,""000000000001100630"",""70000"""
"2020-01-08,""20103041"",""70000"""
"2020-01-08,""000000000001100862"",""70000"""
"2020-01-08,""000000000001100862"",""70000"""
"2020-01-21,""000000000001100763"",""70000"""
"2020-01-22,""000000000001100961"",""70000"""
"2020-01-22,""000000000001052508"",""70000"""
"2020-01-22,""000000000001100901"",""70000"""
"2020-01-22,""000000000001100862"",""70000"""
"2020-01-06,""000000000001100763"",""70000"""
"2020-01-06,""000000000001100687"",""70000"""
"2020-01-07,""000000000001100898"",""70000"""
"2020-01-07,""000000000001118960"",""70000"""
"2020-01-13,""000000000001052521"",""70000"""
"2020-01-13,""000000000001100897"",""70000"""
"2020-01-13,""000000000001100857"",""70000"""
"2020-01-13,""000000000001100805"",""0002417529"""
"2020-01-13,""000000000001052508"",""0002419364"""
"2020-01-13,""000000000001100839"",""70000"""
"2020-01-13,""000000000001100901"",""0002419364"""
"2020-01-13,""000000000001052515"",""70000"""
"2020-01-14,""000000000001100857"",""70000"""
"2020-01-06,""000000000001052521"",""70000"""
"2020-01-06,""000000000001100897"",""70000"""
"2020-01-06,""000000000001052508"",""70000"""
"2020-01-06,""000000000001100839"",""70000"""
"2020-01-06,""20103041"",""70000"""
"2020-01-06,""000000000001100862"",""70000"""
"2020-01-08,""000000000001118997"",""70000"""
"2020-01-08,""000000000001118991"",""70000"""
"2020-01-08,""000000000001119001"",""70000"""
"2020-01-08,""000000000001100687"",""70000"""
"2020-01-09,""000000000001100620"",""70000"""
"2020-01-09,""000000000001051921"",""70000"""
"2020-01-09,""000000000001100897"",""70000"""
"2020-01-09,""000000000001051894"",""70000"""
"2020-01-09,""000000000001052498"",""70000"""
"2020-01-09,""000000000001052512"",""70000"""
"2020-01-09,""000000000001051988"",""70000"""
"2020-01-09,""000000000001100728"",""70000"""
"2020-01-09,""000000000001100728"",""70000"""
"2020-01-09,""000000000001100728"",""70000"""
"2020-01-09,""000000000001052508"",""70000"""
"2020-01-09,""000000000001100624"",""70000"""
"2020-01-09,""000000000001051903"",""70000"""
"2020-01-09,""000000000001052497"",""70000"""
"2020-01-09,""000000000001100777"",""70000"""
"2020-01-09,""000000000001100897"",""70000"""
"2020-01-09,""000000000001052498"",""70000"""
"2020-01-09,""000000000001100728"",""70000"""
"2020-01-07,""000000000001100823"",""70000"""
"2020-01-07,""000000000001100868"",""0002475819"""
"2020-01-07,""000000000001100839"",""70000"""
"2020-01-07,""000000000001100865"",""70000"""
"2020-01-13,""000000000001118987"",""0002419364"""
"2020-01-13,""000000000001100788"",""0002417529"""
"2020-01-13,""000000000001100763"",""70000"""
"2020-01-14,""000000000001051921"",""0002416494"""
"2020-01-14,""000000000001100897"",""70000"""
"2020-01-14,""000000000001100857"",""70000"""
"2020-01-14,""000000000001052490"",""70000"""
"2020-01-14,""000000000001100868"",""0002413069"""
"2020-01-14,""000000000001052495"",""0002416494"""
"2020-01-15,""000000000001100868"",""70000"""
"2020-01-15,""000000000001100795"",""70000"""
"2020-01-15,""000000000001100862"",""70000"""
"2020-01-09,""000000000001118982"",""70000"""
"2020-01-09,""000000000001118985"",""70000"""
"2020-01-10,""000000000001100897"",""70000"""
"2020-01-10,""000000000001052518"",""70000"""
"2020-01-10,""000000000001100868"",""70000"""
"2020-01-10,""000000000001100862"",""70000"""
"2020-01-02,""20103041"",""70000"""
"2020-01-07,""000000000001100897"",""70000"""
"2020-01-07,""000000000001052498"",""70000"""
"2020-01-07,""000000000001100862"",""70000"""
"2020-01-09,""000000000001100658"",""70000"""
"2020-01-10,""000000000001100972"",""70000"""
"2020-01-10,""000000000001051988"",""70000"""
"2020-01-10,""000000000001100728"",""70000"""
"2020-01-10,""000000000001100630"",""70000"""
"2020-01-10,""000000000001100777"",""70000"""
"2020-01-10,""20103041"",""70000"""
"2020-01-22,""000000000001100658"",""70000"""
"2020-01-22,""000000000001100658"",""70000"""
"2020-01-23,""000000000001100897"",""70000"""
"2020-01-23,""000000000001052514"",""70000"""
"2020-01-16,""000000000001100897"",""70000"""
"2020-01-16,""000000000001100961"",""70000"""
"2020-01-16,""000000000001100823"",""70000"""
"2020-01-16,""000000000001052508"",""70000"""
"2020-01-16,""000000000001100839"",""70000"""
"2020-01-16,""000000000001100901"",""70000"""
"2020-01-16,""000000000001052515"",""70000"""
"2020-01-16,""000000000001052497"",""70000"""
"2020-01-16,""000000000001118951"",""70000"""
"2020-01-14,""000000000001100901"",""0002416494"""
"2020-01-14,""000000000001052497"",""70000"""
"2020-01-14,""000000000001100630"",""70000"""
"2020-01-08,""000000000001100897"",""70000"""
"2020-01-08,""000000000001100857"",""70000"""
"2020-01-08,""000000000001052508"",""70000"""
"2020-01-08,""000000000001118957"",""70000"""
"2020-01-08,""000000000001118948"",""70000"""
"2020-01-09,""000000000001052521"",""70000"""
"2020-01-09,""000000000001100867"",""70000"""
"2020-01-09,""000000000001052508"",""70000"""
"2020-01-09,""000000000001100839"",""70000"""
"2020-01-09,""000000000001100901"",""70000"""
"2020-01-09,""000000000001052484"",""70000"""
"2020-01-24,""000000000001100677"",""70000"""
"2020-01-24,""000000000001100644"",""70000"""
"2020-01-08,""000000000001100823"",""70000"""
"2020-01-08,""000000000001100868"",""70000"""
"2020-01-08,""000000000001100839"",""70000"""
"2020-01-08,""000000000001100839"",""70000"""
"2020-01-08,""000000000001100630"",""70000"""
"2020-01-11,""000000000001051919"",""70000"""
"2020-01-11,""000000000001100823"",""70000"""
"2020-01-11,""000000000001100728"",""70000"""
"2020-01-11,""000000000001052508"",""70000"""
"2020-01-11,""000000000001100839"",""70000"""
"2020-01-11,""000000000001100901"",""70000"""
"2020-01-11,""000000000001100901"",""70000"""
"2020-01-11,""000000000001052484"",""70000"""
"2020-01-11,""000000000001052484"",""70000"""
"2020-01-11,""000000000001100639"",""70000"""
"2020-01-11,""000000000001118865"",""70000"""
"2020-01-11,""000000000001118837"",""70000"""
"2020-01-11,""000000000001118875"",""70000"""
"2020-01-14,""000000000001100687"",""70000"""
"2020-01-15,""000000000001100644"",""70000"""
"2020-01-15,""000000000001052495"",""70000"""
"2020-01-15,""000000000001100728"",""70000"""
"2020-01-15,""000000000001100839"",""70000"""
"2020-01-15,""000000000001100901"",""70000"""
"2020-01-08,""000000000001100658"",""70000"""
"2020-01-09,""000000000001100867"",""70000"""
"2020-01-09,""000000000001100897"",""70000"""
"2020-01-09,""000000000001100898"",""70000"""
"2020-01-09,""000000000001100728"",""70000"""
"2020-01-09,""000000000001052523"",""70000"""
"2020-01-09,""000000000001052515"",""70000"""
"2020-01-09,""000000000001118864"",""70000"""
"2020-01-09,""000000000001118875"",""70000"""
"2020-01-17,""000000000001100857"",""70000"""
"2020-01-17,""000000000001052508"",""70000"""
"2020-01-17,""000000000001100839"",""70000"""
"2020-01-17,""000000000001100901"",""70000"""
"2020-01-17,""000000000001052497"",""70000"""
"2020-01-17,""000000000001118616"",""70000"""
"2020-01-10,""000000000001100961"",""70000"""
"2020-01-10,""000000000001100857"",""70000"""
"2020-01-10,""000000000001052484"",""70000"""
"2020-01-10,""000000000001100630"",""70000"""
"2020-01-10,""000000000001100630"",""70000"""
"2020-01-10,""000000000001118945"",""70000"""
"2020-01-10,""000000000001100862"",""70000"""
"2020-01-11,""000000000001100763"",""70000"""
"2020-01-12,""000000000001100872"",""70000"""
"2020-01-11,""000000000001100687"",""70000"""
"2020-01-12,""000000000001118955"",""70000"""
"2020-01-09,""000000000001100823"",""70000"""
"2020-01-09,""000000000001100644"",""70000"""
"2020-01-09,""000000000001052523"",""70000"""
"2020-01-24,""000000000001100624"",""70000"""
"2020-01-24,""000000000001100839"",""70000"""
"2020-01-16,""000000000001052521"",""70000"""
"2020-01-16,""000000000001100897"",""70000"""
"2020-01-16,""000000000001100857"",""70000"""
"2020-01-16,""000000000001100898"",""0002470444"""
"2020-01-16,""000000000001052498"",""70000"""
"2020-01-16,""000000000001100972"",""70000"""
"2020-01-16,""000000000001052508"",""70000"""
"2020-01-16,""000000000001100839"",""70000"""
"2020-01-16,""20103041"",""70000"""
"2020-01-16,""20103041"",""70000"""
"2020-01-10,""000000000001100897"",""70000"""
"2020-01-10,""000000000001100857"",""70000"""
"2020-01-10,""000000000001100823"",""70000"""
"2020-01-10,""000000000001052490"",""70000"""
"2020-01-10,""000000000001051895"",""70000"""
"2020-01-10,""000000000001052508"",""70000"""
"2020-01-10,""000000000001100901"",""70000"""
"2020-01-10,""000000000001100901"",""70000"""
"2020-01-10,""000000000001052484"",""70000"""
"2020-01-10,""000000000001118997"",""70000"""
"2020-01-11,""000000000001100857"",""70000"""
"2020-01-11,""000000000001100857"",""70000"""
"2020-01-11,""000000000001052498"",""70000"""
"2020-01-13,""000000000001100897"",""70000"""
"2020-01-13,""000000000001052489"",""70000"""
"2020-01-13,""000000000001100901"",""0002520912"""
"2020-01-13,""20103041"",""70000"""
"2020-01-13,""000000000001100862"",""70000"""
"2020-01-13,""000000000001052476"",""70000"""
"2020-01-13,""000000000001100644"",""70000"""
"2020-01-13,""000000000001100839"",""70000"""
"2020-01-13,""000000000001100630"",""70000"""
"2020-01-13,""20103041"",""70000"""
"2020-01-10,""000000000001100867"",""70000"""
"2020-01-10,""000000000001100839"",""70000"""
"2020-01-06,""000000000001100839"",""70000"""
"2020-01-16,""000000000001100763"",""70000"""
"2020-01-16,""000000000001100687"",""70000"""
"2020-01-16,""000000000001100687"",""70000"""
"2020-01-17,""000000000001100677"",""70000"""
"2020-01-17,""000000000001100970"",""0002419011"""
"2020-01-17,""000000000001100857"",""70000"""
"2020-01-17,""000000000001100728"",""70000"""
"2020-01-17,""000000000001052508"",""70000"""
"2020-01-17,""000000000001100795"",""70000"""
"2020-01-17,""000000000001100862"",""70000"""
"2020-01-24,""000000000001118999"",""70000"""
"2020-01-24,""000000000001118991"",""70000"""
"2020-01-25,""000000000001100778"",""70000"""
"2020-01-25,""000000000001100823"",""70000"""
"2020-01-25,""000000000001100839"",""70000"""
"2020-01-11,""000000000001100857"",""70000"""
"2020-01-11,""000000000001100857"",""70000"""
"2020-01-11,""000000000001100901"",""70000"""
"2020-01-11,""000000000001100933"",""70000"""
"2020-01-13,""000000000001100687"",""70000"""
"2020-01-14,""000000000001100972"",""70000"""
"2020-01-14,""000000000001118948"",""70000"""
"2020-01-18,""000000000001100897"",""70000"""
"2020-01-18,""000000000001100773"",""70000"""
"2020-01-18,""000000000001100970"",""70000"""
"2020-01-18,""000000000001100857"",""70000"""
"2020-01-18,""000000000001052490"",""70000"""
"2020-01-18,""000000000001052512"",""70000"""
"2020-01-18,""000000000001052496"",""70000"""
"2020-01-18,""000000000001100839"",""70000"""
"2020-01-18,""20103041"",""70000"""
"2020-01-14,""000000000001100897"",""70000"""
"2020-01-14,""000000000001100839"",""70000"""
"2020-01-14,""000000000001051898"",""70000"""
"2020-01-14,""000000000001052515"",""70000"""
"2020-01-14,""000000000001100862"",""70000"""
"2020-01-07,""000000000001100857"",""70000"""
"2020-01-07,""000000000001118993"",""70000"""
"2020-01-08,""000000000001100897"",""92216"""
"2020-01-08,""000000000001100862"",""70000"""
"2020-01-11,""000000000001100867"",""70000"""
"2020-01-11,""000000000001100897"",""70000"""
"2020-01-11,""000000000001052498"",""70000"""
"2020-01-11,""000000000001100901"",""70000"""
"2020-01-11,""000000000001100862"",""70000"""
"2020-01-17,""000000000001100658"",""70000"""
"2020-01-18,""000000000001100933"",""70000"""
"2020-01-18,""000000000001100862"",""70000"""
"2020-01-18,""000000000001100862"",""70000"""
"2020-01-26,""000000000001100644"",""70000"""
"2020-01-26,""000000000001100839"",""70000"""
"2020-01-26,""000000000001100839"",""70000"""
"2020-01-09,""000000000001100857"",""70000"""
"2020-01-09,""20103041"",""70000"""
"2020-01-09,""000000000001118946"",""70000"""
"2020-01-19,""000000000001100857"",""70000"""
"2020-01-19,""000000000001100872"",""70000"""
"2020-01-15,""20103041"",""70000"""
"2020-01-15,""000000000001100867"",""70000"""
"2020-01-15,""000000000001100897"",""70000"""
"2020-01-15,""000000000001052497"",""70000"""
"2020-01-15,""20103041"",""70000"""
"2020-01-15,""000000000001118772"",""70000"""
"2020-01-12,""000000000001100868"",""70000"""
"2020-01-12,""000000000001100839"",""70000"""
"2020-01-13,""000000000001100897"",""70000"""
"2020-01-13,""000000000001100897"",""70000"""
"2020-01-13,""000000000001100897"",""70000"""
"2020-01-13,""000000000001100897"",""70000"""
"2020-01-13,""000000000001100857"",""70000"""
"2020-01-13,""000000000001051894"",""70000"""
"2020-01-13,""000000000001052498"",""70000"""
"2020-01-13,""000000000001052498"",""70000"""
"2020-01-13,""000000000001052512"",""70000"""
"2020-01-13,""000000000001052512"",""70000"""
"2020-01-13,""000000000001100901"",""70000"""
"2020-01-13,""000000000001100901"",""70000"""
"2020-01-13,""000000000001051963"",""70000"""
"2020-01-13,""000000000001052497"",""70000"""
"2020-01-12,""000000000001100687"",""70000"""
"2020-01-13,""000000000001100897"",""0002477278"""
"2020-01-13,""000000000001100901"",""70000"""
"2020-01-13,""000000000001052484"",""70000"""
"2020-01-13,""000000000001100862"",""70000"""
"2020-01-10,""000000000001100857"",""70000"""
"2020-01-10,""000000000001100823"",""70000"""
"2020-01-10,""000000000001052497"",""70000"""
"2020-01-10,""000000000001100630"",""70000"""
"2020-01-10,""000000000001100660"",""70000"""
"2020-01-10,""000000000001100862"",""70000"""
"2020-01-10,""000000000001100658"",""70000"""
"2020-01-15,""000000000001118945"",""70000"""
"2020-01-15,""000000000001100862"",""70000"""
"2020-01-26,""000000000001100687"",""70000"""
"2020-01-27,""000000000001100897"",""70000"""
"2020-01-27,""000000000001100857"",""70000"""
"2020-01-27,""000000000001052498"",""70000"""
"2020-01-27,""000000000001100777"",""70000"""
"2020-01-27,""000000000001118838"",""70000"""
"2020-01-27,""000000000001100862"",""70000"""
"2020-01-12,""000000000001100970"",""70000"""
"2020-01-12,""000000000001100839"",""70000"""
"2020-01-13,""000000000001052521"",""70000"""
"2020-01-13,""000000000001100897"",""70000"""
"2020-01-13,""000000000001100858"",""70000"""
"2020-01-13,""000000000001052512"",""70000"""
"2020-01-13,""000000000001100868"",""70000"""
"2020-01-13,""000000000001100972"",""70000"""
"2020-01-13,""000000000001100901"",""70000"""
"2020-01-13,""000000000001051985"",""70000"""
"2020-01-13,""000000000001100862"",""70000"""
"2020-01-20,""000000000001100867"",""70000"""
"2020-01-20,""000000000001100620"",""70000"""
"2020-01-20,""000000000001100839"",""70000"""
"2020-01-20,""000000000001052484"",""70000"""
"2020-01-20,""000000000001100777"",""70000"""
"2020-01-13,""000000000001100793"",""0002477278"""
"2020-01-13,""000000000001118991"",""70000"""
"2020-01-13,""000000000001100687"",""70000"""
"2020-01-14,""000000000001052521"",""70000"""
"2020-01-14,""000000000001100872"",""70000"""
"2020-01-14,""20103041"",""70000"""
"2020-01-20,""000000000001100897"",""70000"""
"2020-01-20,""000000000001100823"",""70000"""
"2020-01-20,""000000000001052498"",""70000"""
"2020-01-16,""000000000001100961"",""70000"""
"2020-01-16,""000000000001051988"",""70000"""
"2020-01-16,""000000000001100728"",""70000"""
"2020-01-16,""000000000001052508"",""70000"""
"2020-01-14,""000000000001100897"",""70000"""
"2020-01-14,""000000000001100897"",""70000"""
"2020-01-14,""000000000001052490"",""70000"""
"2020-01-14,""000000000001100644"",""70000"""
"2020-01-14,""000000000001051985"",""70000"""
"2020-01-14,""000000000001100862"",""70000"""
"2020-01-16,""000000000001100868"",""70000"""
"2020-01-21,""000000000001100630"",""70000"""
"2020-01-16,""000000000001100793"",""70000"""
"2020-01-17,""000000000001052508"",""70000"""
